category,scientific_name,common_names,conservation_status
Vascular Plant,Prunus triloba,Flowering Almond,Neutral
Vascular Plant,Prunus virginiana,"Chokecherry, Choke Cherry",Neutral
Vascular Plant,Pyrus,Pear,Neutral
Vascular Plant,Pyrus calleryana,Callery Pear,Neutral
Vascular Plant,Pyrus communis,"Pear, Common Pear",Neutral
Vascular Plant,Rosa arkansana,"Prairie Rose, Arkansas Rose",Neutral
Vascular Plant,Rosa canina,Dog Rose,Neutral
Vascular Plant,Rosa carolina,Carolina Rose,Neutral
Vascular Plant,Rosa centifolia,Cabbage Rose,Neutral
Vascular Plant,Rosa eglanteria,"Sweet Brier, Sweetbrier",Neutral
Vascular Plant,Rosa micrantha,Smallflower Sweetbrier,Neutral
Vascular Plant,Rosa multiflora,"Multiflora Rose, Rambler Rose",Neutral
Vascular Plant,Rosa palustris,Swamp Rose,Neutral
Vascular Plant,Rosa setigera,Prairie Rose,Neutral
Vascular Plant,Rosa wichuraiana,Memorial Rose,Neutral
Vascular Plant,Rubus allegheniensis,"Allegheny Blackberry, Hairy Blackberry",Neutral
Vascular Plant,Rubus alumnus,"A Bramble, Blackberry",Neutral
Vascular Plant,Rubus argutus,"Highbush Blackberry, A Bramble",Neutral
Vascular Plant,Rubus baileyanus,Bailey's Dewberry,Neutral
Vascular Plant,Rubus canadensis,Smooth Blackberry,Neutral
Vascular Plant,Rubus flagellaris,Northern Dewberry,Neutral
Vascular Plant,Rubus frondosus,Yankee Blackberry,Neutral
Vascular Plant,Rubus hispidus,"Swamp Dewberry, Bristley Dewberry",Neutral
Vascular Plant,Rubus idaeus ssp. strigosus,American Red Raspberry,Neutral
Vascular Plant,Rubus occidentalis,"Black Raspberry, A Bramble",Neutral
Vascular Plant,Rubus odoratus,"Purple-Flowering Raspberry, Purple Flowering Raspberry",Neutral
Vascular Plant,Rubus phoenicolasius,"Wineberry, Wine Raspberry",Neutral
Vascular Plant,Rubus suus,Jennison's Blackberry,Neutral
Vascular Plant,Rubus trivialis,Southern Dewberry,Neutral
Vascular Plant,Rubus trux,"Truculent Blackberry, A Bramble",Neutral
Vascular Plant,Sibbaldiopsis tridentata,Shrubby Fivefingers,Neutral
Vascular Plant,Sorbus americana,American Mountain-Ash,Neutral
Vascular Plant,Sorbus aucuparia,"European Mountain-Ash, Rowan Tree",Neutral
Vascular Plant,Spiraea japonica,Japanese Spiraea,Neutral
Vascular Plant,Spiraea prunifolia,"Bridal-Wreath, Spiraea",Neutral
Vascular Plant,Spiraea tomentosa,Steeplebush,Neutral
Vascular Plant,Spiraea vanhouttei,Van-Houtte's Spiraea,Neutral
Vascular Plant,Spiraea virginiana,Virginia Spiraea,Threatened
Vascular Plant,Waldsteinia fragarioides ssp. doniana,Barren Strawberry,Neutral
Vascular Plant,Ulmus alata,Winged Elm,Neutral
Vascular Plant,Ulmus americana,American Elm,Neutral
Vascular Plant,Ulmus pumila,Siberean Elm,Neutral
Vascular Plant,Ulmus rubra,Slippery Elm,Neutral
Vascular Plant,Boehmeria cylindrica,"False Nettle, Button-Hemp",Neutral
Vascular Plant,Laportea canadensis,"Wood Nettle, Wood-Nettle",Neutral
Vascular Plant,Parietaria pensylvanica,"Pennsylvania Pellitory, Pellitory",Neutral
Vascular Plant,Pilea pumila,"Clearweed, Canada Clearweed, Richweed",Neutral
Vascular Plant,Urtica dioica,Stinging Nettle,Neutral
Vascular Plant,Buckleya distichophylla,Piratebush,Species of Concern
Vascular Plant,Comandra umbellata,Bastard Toadflax,Neutral
Vascular Plant,Phoradendron leucarpum,American Mistletoe,Neutral
Vascular Plant,Pyrularia pubera,"Oil-Nut, Buffalo-Nut",Neutral
Vascular Plant,Rhus aromatica,Fragrant Sumac,Neutral
Vascular Plant,Rhus copallina,"Dwarf Sumac, Shining Sumac",Neutral
Vascular Plant,Rhus copallinum,Flameleaf Sumac,Neutral
Vascular Plant,Rhus copallinum var. copallinum,Shining Or Winged Sumac,Neutral
Vascular Plant,Rhus copallinum var. latifolia,Shining Or Winged Sumac,Neutral
Vascular Plant,Rhus glabra,Smooth Sumac,Neutral
Vascular Plant,Rhus hirta,Staghorn Sumac,Neutral
Vascular Plant,Rhus typhina,Staghorn Sumac,Neutral
Vascular Plant,Toxicodendron radicans ssp. radicans,Eastern Poison Ivy,Neutral
Vascular Plant,Poncirus trifoliata,Trifoliate Orange,Neutral
Vascular Plant,Ptelea trifoliata,Common Hoptree,Neutral
Vascular Plant,Zanthoxylum americanum,"Prickly-Ash, Northern Prickley Ash",Neutral
Vascular Plant,Acer leucoderme,Chalk Maple,Neutral
Vascular Plant,Acer negundo,"Box-Elder, Boxelder",Neutral
Vascular Plant,Acer nigrum,Black Maple,Neutral
Vascular Plant,Acer pensylvanicum,"Striped Maple, Moosewood",Neutral
Vascular Plant,Acer platanoides,Norway Maple,Neutral
Vascular Plant,Acer rubrum var. rubrum,Red Maple,Neutral
Vascular Plant,Acer rubrum var. trilobum,Trident Maple,Neutral
Vascular Plant,Acer saccharinum,Silver Maple,Neutral
Vascular Plant,Acer saccharum,Sugar Maple,Neutral
Vascular Plant,Acer spicatum,Mountain Maple,Neutral
Vascular Plant,Aesculus flava,Yellow Buckeye,Neutral
Vascular Plant,Aesculus glabra,Ohio Buckeye,Neutral
Vascular Plant,Aesculus pavia,Red Buckeye,Neutral
Vascular Plant,Aesculus sylvatica,Painted Buckeye,Neutral
Vascular Plant,Ailanthus altissima,Tree-Of-Heaven,Neutral
Vascular Plant,Liquidambar styraciflua,"Sweet Gum, Sweetgum",Neutral
Vascular Plant,Hylotelephium erythrostictum,"Garden Orpine, Garden Stonecrop",Neutral
Vascular Plant,Hylotelephium spectabile,Chang Yao Ba Bao,Neutral
Vascular Plant,Hylotelephium telephioides,Allegheny Stonecrop,Neutral
Vascular Plant,Hylotelephium telephium,"Witch's Moneybags, Vit-Toujours",Neutral
Vascular Plant,Sedum acre,"Gold-Moss, Mossy Stonecrop",Neutral
Vascular Plant,Sedum pulchellum,Widowscross,Neutral
Vascular Plant,Sedum sarmentosum,"Stonecrop, Stringy Stonecrop",Neutral
Vascular Plant,Sedum spectabile,Showy Stonecrop,Neutral
Vascular Plant,Sedum telephium,"Orpine, Garden Stonecrop",Neutral
Vascular Plant,Sedum ternatum,"Wild Stonecrop, Wood Stonecrop",Neutral
Vascular Plant,Ribes aureum var. villosum,"Missouri Currant, Buffalo Currant",Neutral
Vascular Plant,Ribes cynosbati,Prickly Gooseberry,Neutral
Vascular Plant,Ribes glandulosum,Skunk Currant,Neutral
Vascular Plant,Ribes rotundifolium,"Appalachian Gooseberry, Round-Leaved Currant",Neutral
Vascular Plant,Ribes rubrum,Cultivated Currant,Neutral
Vascular Plant,Myriophyllum aquaticum,Parrot-Feather,Neutral
Vascular Plant,Myriophyllum spicatum,Spike Watermilfoil,Neutral
Vascular Plant,Fothergilla major,"Mountain Witch-Alder, Mountain Witchalder",Neutral
Vascular Plant,Hamamelis virginiana,"American Witch-Hazel, Witch-Hazel",Neutral
Vascular Plant,Itea virginica,"Tasselwhite, Sweet-Spire, Virginia Willow",Neutral
Vascular Plant,Penthorum sedoides,"Ditch-Stonecrop, Ditch Stonecrop",Neutral
Vascular Plant,Astilbe biternata,"False Goat's Beard, False Goat's-Beard",Neutral
Vascular Plant,Boykinia aconitifolia,Brook Saxifrage,Neutral
Vascular Plant,Chrysosplenium americanum,"American Golden-Saxifrage, Golden Saxifrage",Neutral
Vascular Plant,Heuchera americana,"Alumroot, American Alumroot",Neutral
Vascular Plant,Heuchera longiflora,"Alumroot, Long-Flower Alumroot",Neutral
Vascular Plant,Heuchera pubescens,"Alumroot, Downy Alumroot",Neutral
Vascular Plant,Heuchera villosa,Hairy Alumroot,Neutral
Vascular Plant,Mitella diphylla,"Bishop's Cap, Two-Leaf Bishop's-Cap",Neutral
Vascular Plant,Saxifraga careyana,"Carey Saxifrage, Carey's Saxifrage",Neutral
Vascular Plant,Saxifraga caroliniana,Carolina Saxifrage,Species of Concern
Vascular Plant,Saxifraga michauxii,"Michaux Saxifrage, Michaux's Saxifrage",Neutral
Vascular Plant,Saxifraga micranthidifolia,"Brook Lettuce, Lettuce-Leaf Saxifrage",Neutral
Vascular Plant,Saxifraga virginiensis var. virginiensis,Early Saxifrage,Neutral
Vascular Plant,Tiarella cordifolia,"Heartleaf Foamflower, Heart-Leaved Foam-Flower",Neutral
Vascular Plant,Tiarella cordifolia var. collina,Wherry's Foamflower,Neutral
Vascular Plant,Tiarella cordifolia var. cordifolia,Foamflower,Neutral
Vascular Plant,Lygodium palmatum,"Climbing Fern, American Climbing Fern",Neutral
Vascular Plant,Selaginella apoda,Meadow Spike-Moss,Neutral
Vascular Plant,Selaginella rupestris,Northern Selaginella,Neutral
Vascular Plant,Calystegia sepium,Hedge Bindweed,Neutral
Vascular Plant,Calystegia spithamaea,Low Bindweed,Neutral
Vascular Plant,Cuscuta compacta,"Sessile Dodder, Bracted Dodder",Neutral
Vascular Plant,Cuscuta gronovii,"Dodder, Gronovius Dodder",Neutral
Vascular Plant,Cuscuta pentagona var. pentagona,Field Dodder,Neutral
Vascular Plant,Cuscuta rostrata,Beaked Dodder,Neutral
Vascular Plant,Ipomoea coccinea,"Red Morning-Glory, Scarlet Morning-Glory",Neutral
Vascular Plant,Ipomoea lacunosa,"Small White Morning-Glory, Small-Flower White Morning-Glory",Neutral
Vascular Plant,Ipomoea pandurata,"Big-Root Morning-Glory, Man Of The Earth",Neutral
Vascular Plant,Ipomoea purpurea,"Purple Morning-Glory, Common Morning-Glory",Neutral
Vascular Plant,Ipomoea quamoclit,Cypressvine,Neutral
Vascular Plant,Datura stramonium,Jimson Weed,Neutral
Vascular Plant,Lycopersicon esculentum,"Garden Tomato, Tomato",Neutral
Vascular Plant,Nicandra physalodes,"Apple-Of-Peru, Apple Of Peru",Neutral
Vascular Plant,Physalis angulata,"Angular Ground-Cherry, Cut-Leaf Ground-Cherry",Neutral
Vascular Plant,Physalis grisea,Strawberry-Tomato,Neutral
Vascular Plant,Physalis heterophylla,"Ground-Cherry, Clammy Ground-Cherry",Neutral
Vascular Plant,Physalis longifolia var. subglabrata,Smooth Ground-Cherry,Neutral
Vascular Plant,Physalis pruinosa,Strawberry-Tomato,Neutral
Vascular Plant,Physalis pubescens var. integrifolia,Husk Tomato,Neutral
Vascular Plant,Physalis virginiana,Virginia Ground-Cherry,Neutral
Vascular Plant,Solanum carolinense,"Horse-Nettle, Carolina Horse-Nettle",Neutral
Vascular Plant,Solanum dulcamara,"European Bittersweet, Fellenwort, Blue Nightshade, Woody Nightshade, Climbing Nightshade, Bitter Nightshade, Bittersweet Nightshade",Neutral
Vascular Plant,Solanum lycopersicum var. lycopersicum,Garden Tomato,Neutral
Vascular Plant,Solanum ptychanthum,Nightshade,Neutral
Vascular Plant,Ampelopsis arborea,"Peppervine, Pepper-Vine",Neutral
Vascular Plant,Ampelopsis cordata,Peppervine,Neutral
Vascular Plant,Parthenocissus quinquefolia,Virginia Creeper,Neutral
Vascular Plant,Vitis aestivalis var. aestivalis,Summer Grape,Neutral
Vascular Plant,Vitis aestivalis var. bicolor,Summer Grape,Neutral
Vascular Plant,Vitis cinerea var. baileyana,Graybark Grape,Neutral
Vascular Plant,Vitis labrusca,"Fox Grape, Northern Fox Grape",Neutral
Vascular Plant,Vitis rotundifolia,"Muscadine, Muscadine Grape",Neutral
Vascular Plant,Vitis vulpina,"Winter Grape, Frost Grape",Neutral
Nonvascular Plant,Andreaea rothii,Roth's Andreaea Moss,Neutral
Nonvascular Plant,Andreaea rupestris,Andreaea Moss,Neutral
Nonvascular Plant,Bartramia pomiformis,Bartramia Moss,Neutral
Nonvascular Plant,Philonotis fontana,Philonotis Moss,Neutral
Nonvascular Plant,Philonotis fontana var. pumila,Philonotis Moss,Neutral
Nonvascular Plant,Philonotis longiseta,Philonotis Moss,Neutral
Nonvascular Plant,Philonotis marchica,Philonotis Moss,Neutral
Nonvascular Plant,Philonotis muehlenbergii,Muehlenberg's Philonotis Moss,Neutral
Nonvascular Plant,Blasia pusilla,Blasia,Neutral
Nonvascular Plant,Anomobryum filiforme,Filiform Anomobryum Moss,Neutral
Nonvascular Plant,Bryum argenteum,Silvergreen Bryum Moss,Neutral
Nonvascular Plant,Bryum capillare,Bryum Moss,Neutral
Nonvascular Plant,Bryum dichotomum,Bryum Moss,Neutral
Nonvascular Plant,Bryum gemmiparum,Bryum Moss,Neutral
Nonvascular Plant,Bryum lisae,Bryum Moss,Neutral
Nonvascular Plant,Bryum lisae var. cuspidatum,Bryum Moss,Neutral
Nonvascular Plant,Bryum pallens,Bryum Moss,Neutral
Nonvascular Plant,Bryum pseudotriquetrum,Common Green Bryum Moss,Neutral
Nonvascular Plant,Leptobryum pyriforme,Leptobryum Moss,Neutral
Nonvascular Plant,Mielichhoferia mielichhoferiana,Mielichhof's Copper Moss,Neutral
Nonvascular Plant,Orthodontium pellucens,Translucent Orthodontium,Neutral
Nonvascular Plant,Pohlia annotina,Pohlia Moss,Neutral
Nonvascular Plant,Pohlia cruda,Pohlia Moss,Neutral
Nonvascular Plant,Pohlia elongata,Elongate Pohlia Moss,Neutral
Nonvascular Plant,Pohlia lescuriana,Lescur's Pohlia Moss,Neutral
Nonvascular Plant,Pohlia longicolla,Pohlia Moss,Neutral
Nonvascular Plant,Pohlia nutans,Pohlia Moss,Neutral
Nonvascular Plant,Pohlia wahlenbergii,Wahlenberg's Pohlia Moss,Neutral
Nonvascular Plant,Rhodobryum ontariense,Ontario Rhodobryum Moss,Neutral
Nonvascular Plant,Rhodobryum roseum,Rose Rhodobryum Moss,Neutral
Nonvascular Plant,Mnium carolinianum,Carolina Mnium,Neutral
Nonvascular Plant,Mnium hornum,Horn Calcareous Moss,Neutral
Nonvascular Plant,Mnium marginatum,Olivegreen Calcareous Moss,Neutral
Nonvascular Plant,Mnium stellare,Stellar Calcareous Moss,Neutral
Nonvascular Plant,Mnium thomsonii,Thomson's Calcareous Moss,Neutral
Nonvascular Plant,Plagiomnium carolinianum,Carolina Plagiomnium Moss,Species of Concern
Nonvascular Plant,Plagiomnium ciliare,Plagiomnium Moss,Neutral
Nonvascular Plant,Plagiomnium cuspidatum,Toothed Plagiomnium Moss,Neutral
Nonvascular Plant,Plagiomnium rostratum,Plagiomnium Moss,Neutral
Nonvascular Plant,Rhizomnium appalachianum,Appalachian Rhizomnium Moss,Neutral
Nonvascular Plant,Rhizomnium magnifolium,Grandleaf Rhizomnium Moss,Neutral
Nonvascular Plant,Rhizomnium punctatum,Rhizomnium Moss,Neutral
Nonvascular Plant,Buxbaumia aphylla,Bug-On-A-Stick,Neutral
Nonvascular Plant,Diphyscium cumberlandianum,Cumberland Diphyscium Moss,Neutral
Nonvascular Plant,Diphyscium foliosum,Diphyscium Moss,Neutral
Nonvascular Plant,Trematodon longicollis,Trematodon Moss,Neutral
Nonvascular Plant,Arctoa fulvella,Arctoa Moss,Neutral
Nonvascular Plant,Brothera leana,Brothera Moss,Neutral
Nonvascular Plant,Campylopus atrovirens,Campylopus Moss,Neutral
Nonvascular Plant,Campylopus pilifer,Campylopus Moss,Neutral
Nonvascular Plant,Campylopus tallulensis,Tallul Campylopus Moss,Neutral
Nonvascular Plant,Dichodontium pellucidum,A Moss,Neutral
Nonvascular Plant,Dicranella heteromalla,Dicranella Moss,Neutral
Nonvascular Plant,Dicranella rufescens,Dicranella Moss,Neutral
Nonvascular Plant,Dicranella varia,Dicranella Moss,Neutral
Nonvascular Plant,Dicranodontium asperulum,Dicranodontium Moss,Neutral
Nonvascular Plant,Dicranodontium denudatum,Denuded Dicranodontium Moss,Neutral
Nonvascular Plant,Dicranum condensatum,Condensed Dicranum Moss,Neutral
Nonvascular Plant,Dicranum flagellare,Dicranum Moss,Neutral
Nonvascular Plant,Dicranum fulvum,Dicranum Moss,Neutral
Nonvascular Plant,Dicranum fuscescens,Dicranum Moss,Neutral
Nonvascular Plant,Dicranum montanum,Montane Dicranum Moss,Neutral
Nonvascular Plant,Dicranum polysetum,Dicranum Moss,Neutral
Nonvascular Plant,Dicranum scoparium,Dicranum Moss,Neutral
Nonvascular Plant,Dicranum spurium,Dicranum Moss,Neutral
Nonvascular Plant,Dicranum undulatum,Bog Broom-Moss,Neutral
Nonvascular Plant,Dicranum viride,Dicranum Moss,Neutral
Nonvascular Plant,Oncophorus raui,Oncophorus Moss,Neutral
Nonvascular Plant,Oncophorus wahlenbergii,Wahlenberg's Oncophorus Moss,Neutral
Nonvascular Plant,Paraleucobryum longifolium,Longleaf Paraleucobryum Moss,Neutral
Nonvascular Plant,Rhabdoweisia crispata,Rhabdoweisia Moss,Neutral
Nonvascular Plant,Ceratodon purpureus,Ceratodon Moss,Neutral
Nonvascular Plant,Ditrichum lineare,Ditrichum Moss,Neutral
Nonvascular Plant,Ditrichum pallidum,Pale Ditrichum Moss,Neutral
Nonvascular Plant,Ditrichum pusillum,Ditrichum Moss,Neutral
Nonvascular Plant,Ditrichum rhynchostegium,Ditrichum Moss,Neutral
Nonvascular Plant,Pleuridium subulatum,Pleuridium Moss,Neutral
Nonvascular Plant,Fissidens bryoides,Bryoid Fissidens Moss,Neutral
Nonvascular Plant,Fissidens bushii,Bush's Fissidens Moss,Neutral
Nonvascular Plant,Fissidens exilis,Fissidens Moss,Neutral
Nonvascular Plant,Fissidens hyalinus,Fissidens Moss,Neutral
Nonvascular Plant,Fissidens osmundioides,Osmund Fissidens Moss,Neutral
Nonvascular Plant,Fissidens subbasilaris,Fissidens Moss,Neutral
Nonvascular Plant,Fissidens taxifolius,Fissidens Moss,Neutral
Nonvascular Plant,Leucobryum albidum,Leucobryum Moss,Neutral
Nonvascular Plant,Leucobryum glaucum,Leucobryum Moss,Neutral
Nonvascular Plant,Aphanorrhegma serratum,Serrate Aphanorrhegma Moss,Neutral
Nonvascular Plant,Funaria calvescens,Funaria Moss,Neutral
Nonvascular Plant,Funaria flavicans,Funaria Moss,Neutral
Nonvascular Plant,Funaria hygrometrica,Funaria Moss,Neutral
Nonvascular Plant,Physcomitrium pyriforme,Physcomitrium Moss,Neutral
Nonvascular Plant,Coscinodon cribrosus,Coscinodon Moss,Neutral
Nonvascular Plant,Grimmia donniana,Donn's Dry Rock Moss,Neutral
Nonvascular Plant,Grimmia laevigata,Grimmia Dry Rock Moss,Neutral
Nonvascular Plant,Grimmia olneyi,Olney's Dry Rock Moss,Neutral
Nonvascular Plant,Grimmia pilifera,Grimmia Dry Rock Moss,Neutral
Nonvascular Plant,Racomitrium aciculare,Racomitrium Moss,Neutral
Nonvascular Plant,Racomitrium heterostichum,Racomitrium Moss,Neutral
Nonvascular Plant,Racomitrium microcarpon,Racomitrium Moss,Neutral
Nonvascular Plant,Schistidium agassizii,Agassiz's Schistidium Moss,Neutral
Nonvascular Plant,Schistidium apocarpum,Schistidium Moss,Neutral
Nonvascular Plant,Schistidium rivulare,Streamside Schistidium Moss,Neutral
Nonvascular Plant,Campylostelium saxicola,Campylostelium Moss,Neutral
Nonvascular Plant,Ptychomitrium incurvum,Ptychomitrium Moss,Neutral
Nonvascular Plant,Blindia acuta,Acute Blindia Moss,Neutral
Nonvascular Plant,Brachydontium trichodes,Peak Moss,Neutral
Nonvascular Plant,Seligeria recurvata,Recurved Small Limestone Moss,Neutral
Nonvascular Plant,Hedwigia ciliata,Ciliate Hedwigia Moss,Neutral
Nonvascular Plant,Hookeria acutifolia,Sharpleaf Hookeria Moss,Neutral
Nonvascular Plant,Amblystegium serpens,Amblystegium Moss,Neutral
Nonvascular Plant,Amblystegium varium,Amblystegium Moss,Neutral
Nonvascular Plant,Campylium chrysophyllum,Goldenleaf Campylium Moss,Neutral
Nonvascular Plant,Campylium hispidulum,Hispid Campylium Moss,Neutral
Nonvascular Plant,Campylium polygamum,Campylium Moss,Neutral
Nonvascular Plant,Campylium radicale,Campylium Moss,Neutral
Nonvascular Plant,Cratoneuron filicinum,Cratoneuron Moss,Neutral
Nonvascular Plant,Hygroamblystegium tenax,Hygroamblystegium Moss,Neutral
Nonvascular Plant,Hygrohypnum closteri,Closter's Brook-Hypnum,Neutral
Nonvascular Plant,Hygrohypnum eugyrium,Hygrohypnum Moss,Neutral
Nonvascular Plant,Hygrohypnum micans,Hygrohypnum Moss,Neutral
Nonvascular Plant,Hygrohypnum molle,Hygrohypnum Moss,Neutral
Nonvascular Plant,Hygrohypnum ochraceum,Hygrohypnum Moss,Neutral
Nonvascular Plant,Hygrohypnum subeugyrium,Hygrohypnum Moss,Neutral
Nonvascular Plant,Leptodictyum riparium,Streamside Leptodictyum Moss,Neutral
Nonvascular Plant,Platylomella lescurii,Lescur's Platylomella Moss,Neutral
Nonvascular Plant,Anomodon attenuatus,Anomodon Moss,Neutral
Nonvascular Plant,Anomodon minor,Anomodon Moss,Neutral
Nonvascular Plant,Anomodon rostratus,Anomodon Moss,Neutral
Nonvascular Plant,Anomodon rugelii,Rugel's Anomodon Moss,Neutral
Nonvascular Plant,Anomodon viticulosus,Anomodon Moss,Neutral
Nonvascular Plant,Haplohymenium triste,Haplohymenium Moss,Neutral
Nonvascular Plant,Herpetineuron toccoae,Herpetineuron Moss,Neutral
Nonvascular Plant,Brachythecium acuminatum,Acuminate Brachythecium Moss,Neutral
Nonvascular Plant,Brachythecium digastrum,Brachythecium Moss,Neutral
Nonvascular Plant,Brachythecium oedipodium,Brachythecium Moss,Neutral
Nonvascular Plant,Brachythecium oxycladon,Brachythecium Moss,Neutral
Nonvascular Plant,Brachythecium plumosum,Brachythecium Moss,Neutral
Nonvascular Plant,Brachythecium rivulare,Brachythecium Moss,Neutral
Nonvascular Plant,Brachythecium rutabulum,Brachythecium Moss,Neutral
Nonvascular Plant,Brachythecium salebrosum,Brachythecium Moss,Neutral
Nonvascular Plant,Bryhnia graminicolor,Bryhnia Moss,Neutral
Nonvascular Plant,Bryhnia novae-angliae,New England Bryhnia Moss,Neutral
Nonvascular Plant,Bryoandersonia illecebra,Bryoandersonia Moss,Neutral
Nonvascular Plant,Cirriphyllum piliferum,A Moss,Neutral
Nonvascular Plant,Eurhynchium hians,Eurhynchium Moss,Neutral
Nonvascular Plant,Eurhynchium pulchellum,Eurhynchium Moss,Neutral
Nonvascular Plant,Homalotheciella subcapillata,Homalotheciella Moss,Neutral
Nonvascular Plant,Isothecium myosuroides,Isothecium Moss,Neutral
Nonvascular Plant,Platyhypnidium riparoides,Platyhypnidium Moss,Neutral
Nonvascular Plant,Steerecleus serrulatus,Steerecleus Moss,Neutral
Nonvascular Plant,Climacium americanum,American Climacium Moss,Neutral
Nonvascular Plant,Climacium kindbergii,Kindberg's Climacium Moss,Neutral
Nonvascular Plant,Cryphaea glomerata,Cryphaea Moss,Neutral
Nonvascular Plant,Cryphaea nervosa,Cryphaea Moss,Neutral
Nonvascular Plant,Entodon brevisetus,Entodon Moss,Neutral
Nonvascular Plant,Entodon cladorrhizans,Entodon Moss,Neutral
Nonvascular Plant,Entodon concinnus,Entodon Moss,Neutral
Nonvascular Plant,Entodon macropodus,Entodon Moss,Neutral
Nonvascular Plant,Entodon seductrix,Seductive Entodon Moss,Neutral
Nonvascular Plant,Entodon sullivantii,Sullivant's Entodon Moss,Neutral
Nonvascular Plant,Anacamptodon splachnoides,Anacamptodon Moss,Neutral
Nonvascular Plant,Clasmatodon parvulus,Clasmatodon Moss,Neutral
Nonvascular Plant,Fabronia ciliaris,Fabronia Moss,Neutral
Nonvascular Plant,Fabronia ciliaris var. polycarpa,Fabronia Moss,Neutral
Nonvascular Plant,Fontinalis dalecarlica,Fontinalis Moss,Neutral
Nonvascular Plant,Fontinalis flaccida,Flaccid Fontinalis Moss,Neutral
Nonvascular Plant,Fontinalis novae-angliae,New England Fontinalis Moss,Neutral
Nonvascular Plant,Fontinalis novae-angliae var. novae-angliae,New England Fontinalis Moss,Neutral
Nonvascular Plant,Fontinalis sullivantii,Sullivant's Fontinalis Moss,Neutral
Nonvascular Plant,Hylocomiastrum umbratum,Hylocomiastrum Moss,Neutral
Nonvascular Plant,Hylocomium splendens,Splendid Feather Moss,Neutral
Nonvascular Plant,Leptohymenium sharpii,Sharp's Leptohymenium Moss,Species of Concern
Nonvascular Plant,Loeskeobryum brevirostre,Loeskeobryum Moss,Neutral
Nonvascular Plant,Pleurozium schreberi,Schreber's Big Red Stem Moss,Neutral
Nonvascular Plant,Pterigynandrum sharpii,Mount Leconte Moss,Neutral
Nonvascular Plant,Rhytidiadelphus squarrosus,Square Goose Neck Moss,Neutral
Nonvascular Plant,Rhytidiadelphus triquetrus,Rough Goose Neck Moss,Neutral
Nonvascular Plant,Callicladium haldanianum,Callicladium Moss,Neutral
Nonvascular Plant,Ctenidium malacodes,Ctenidium Moss,Neutral
Nonvascular Plant,Ctenidium molluscum,Mollusc Ctenidium Moss,Neutral
Nonvascular Plant,Herzogiella striatella,Herzogiella Moss,Neutral
Nonvascular Plant,Homomallium adnatum,Homomallium Moss,Neutral
Nonvascular Plant,Hypnum cupressiforme,Hypnum Moss,Neutral
Nonvascular Plant,Hypnum cupressiforme var. filiforme,Filiform Hypnum Moss,Neutral
Nonvascular Plant,Hypnum curvifolium,Curveleaf Hypnum Moss,Neutral
Nonvascular Plant,Hypnum fertile,Hypnum Moss,Neutral
Nonvascular Plant,Hypnum imponens,Hypnum Moss,Neutral
Nonvascular Plant,Hypnum lindbergii,Lindberg's Hypnum Moss,Neutral
Nonvascular Plant,Hypnum pallescens,Hypnum Moss,Neutral
Nonvascular Plant,Hypnum pratense,Hypnum Moss,Neutral
Nonvascular Plant,Isopterygiopsis muelleriana,Mueller's Isopterygiopsis Moss,Neutral
Nonvascular Plant,Platydictya confervoides,Platydictya Moss,Neutral
Nonvascular Plant,Pseudotaxiphyllum distichaceum,Pseudotaxiphyllum Moss,Neutral
Nonvascular Plant,Pseudotaxiphyllum elegans,Elegant Pseudotaxiphyllum Moss,Neutral
Nonvascular Plant,Ptilium crista-castrensis,Knights Plume Moss,Neutral
Nonvascular Plant,Pylaisiella intricata,Intricate Pylaisiella Moss,Neutral
Nonvascular Plant,Pylaisiella polyantha,Pylaisiella Moss,Neutral
Nonvascular Plant,Pylaisiella selwynii,Selwyn's Pylaisiella Moss,Neutral
Nonvascular Plant,Taxiphyllum deplanatum,Taxiphyllum Moss,Neutral
Nonvascular Plant,Taxiphyllum taxirameum,Taxiphyllum Moss,Neutral
Nonvascular Plant,Forsstroemia trichomitria,Forsstroemia Moss,Neutral
Nonvascular Plant,Bryohaplocladium microphyllum,Bryohaplocladium Moss,Neutral
Nonvascular Plant,Bryohaplocladium virginianum,Virginia Bryohaplocladium Moss,Neutral
Nonvascular Plant,Leskea gracilescens,Leskea Moss,Neutral
Nonvascular Plant,Leskea obscura,Leskea Moss,Neutral
Nonvascular Plant,Leskeella nervosa,Leskeella,Neutral
Nonvascular Plant,Leucodon brachypus,Leucodon Moss,Neutral
Nonvascular Plant,Leucodon brachypus var. andrewsianus,Andrews' Lecodon Moss,Neutral
Nonvascular Plant,Leucodon julaceus,Leucodon Moss,Neutral
Nonvascular Plant,Schwetschkeopsis fabronia,Schwetschkeopsis Moss,Neutral
Nonvascular Plant,Homalia trichomanoides,Homalia Moss,Neutral
Nonvascular Plant,Neckera complanata,Neckera Moss,Neutral
Nonvascular Plant,Neckera pennata,Neckera Moss,Neutral
Nonvascular Plant,Thamnobryum alleghaniense,Allegany Thamnobryum Moss,Neutral
Nonvascular Plant,Plagiothecium cavifolium,Plagiothecium Moss,Neutral
Nonvascular Plant,Plagiothecium denticulatum,Toothed Plagiothecium Moss,Neutral
Nonvascular Plant,Plagiothecium laetum,Plagiothecium Moss,Neutral
Nonvascular Plant,Heterocladium macounii,Macoun's Heterocladium Moss,Neutral
Nonvascular Plant,Myurella sibirica,Siberian Myurella Moss,Neutral
